PART_NO,VILLAGE,SECTION_NO,SECTION_ADDRESS
169,Mada,12,"Manavaton Ka Vas ,Mada"
169,Mada,13,"Nai Abadi ,Mada"
169,Mada,14,Mada
170,Sadri,1,"Chakki Vali Gali Nayi Abadi Ward No. 35, Sadri"
170,Sadri,2,"Khadi Bhandar Mahakali Mandir Ke Pichhe Nayi Abadi Ward No. 35, Sadri"
170,Sadri,3,"Khairabas Nayi Abadi Ward No. 35 ,Sadri"
170,Sadri,4,"Badami Bagiche Ke Samne Nayi Abadi Ward No. 35, Sadri"
170,Sadri,5,"Baphana Sahab Ki Gali Nayi Abadi Ward No. 35, Sadri"
170,Sadri,6,"Kalaka Mandir Ke Pas Nayi Abadi Ward No. 35, Sadri"
170,Sadri,7,"Balika U. Ma. Vidya. Ke Pichhe Nayi Abadi Ward No. 35, Sadri"
170,Sadri,8,"Swami Vivekanand Vidyalay Vali Gali Nayi Abadi Ward No. 35, Sadri"
170,Sadri,9,"M D Colony Nayi Abadi Ward No. 35, Sadri"
170,Sadri,10,"Balavadi School Ke Samne Nayi Abadi Ward No. 35, Sadri"
170,Sadri,11,"Nayi abadi Ward No. 35, Sadri"
170,Sadri,12,"Balavadi Ke Pas Vali Gali Ward No. 35, Sadri"
170,Sadri,13,"Bera Varaniya Ghanchi Wala ,Ward No. 31 Sadri"
170,Sadri,14,"Bera Varaniya Choudhari ,Ward No. 31 Sadri"
170,Sadri,15,"Bera Thumara Mada Road ,Ward No. 31 Sadri"
170,Sadri,16,"Bera Vaniya Wala ,Ward No. 31 Sadri"
170,Sadri,17,"Bera Bodhava ,Ward No. 31 Sadri"
170,Sadri,18,"Bera Kupala ,Ward No. 31 Sadri"
170,Sadri,19,"Bera Khajina ,Ward No. 31 Sadri"
170,Sadri,20,"Bera Gokul Vav Pipaliya ,Ward No. 31 Sadri"
170,Sadri,21,"Bera Devakhariya ,Ward No. 31 Sadri"
170,Sadri,22,"Bera Karamivala ,Ward No. 31 Sadri"
170,Sadri,23,"Bera Ramajivala ,Ward No. 31 Sadri"
170,Sadri,24,"Bera Pemaji Wala ,Ward No. 31 Sadri"
170,Sadri,25,"Bera Shitala Nadi ,Ward No. 31 Sadri"
170,Sadri,26,"Bera Jambuvala ,Ward No. 31 Sadri"
170,Sadri,27,"Bera Soila Wala ,Ward No. 31 Sadri"
170,Sadri,28,"Bera Beni Wala ,Ward No. 31 Sadri"
170,Sadri,29,"Bera Soboniyo Wala ,Ward No. 31 Sadri"
170,Sadri,30,"Lakhanapuri Ka Math ,Ward No. 31 Sadri"
170,Sadri,31,"Lakhanapuri Ka Math ,Ward No. 31 Sadri"
171,Sadri,1,"Maliyo Ka Vas ,Ward No. 32 Sadri"
171,Sadri,2,"1-Naivada ,Ward No. 32 Sadri"
171,Sadri,3,"Goshala Ke Pas ,Ward No. 32 Sadri"
171,Sadri,4,"2-Naivada ,Ward No. 32 Sadri"
171,Sadri,5,"Brahamano Ka Vas ,Ward No. 32 Sadri"
171,Sadri,6,"Mutho Ka Vas ,Ward No. 33 Sadri"
171,Sadri,7,"Sunaro Ka Vas ,Ward No. 32 Sadri"
171,Sadri,8,"Gokharo Ka Vas ,Ward No. 32 Sadri"
171,Sadri,9,"Pandiyavas ,Ward No. 34 Sadri"
171,Sadri,10,"Sutharon ka Bas ,Ward No. 33 Sadri"
171,Sadri,11,"Mochivada ,Ward No. 32 Sadri"
171,Sadri,12,"Khetalaji Bas ,Ward No. 32 Sadri"
171,Sadri,13,"Khetalaji Ke Pichhe Ki Gali ,Ward No. 32 Sadri"
171,Sadri,14,"Nayavera ,Ward No. 32 Sadri"
171,Sadri,15,"Jivaraji Sharma Ki Gali ,Ward No. 32 Sadri"
171,Sadri,16,"Kavediyon Ka Bas ,Ward No. 32 Sadri"
171,Sadri,17,"Deron Ka Bas ,Ward No. 32 Sadri"
171,Sadri,18,"Bada Bas ,Ward No. 32 Sadri"
171,Sadri,19,"Goron Ka Bas ,Ward No. 32 Sadri"
171,Sadri,20,Ward no. 32 Sadri
171,Sadri,21,"Khidki Ka Bas ,Ward No. 34 Sadri"
171,Sadri,22,"Ganeshaji Mandir Ke Pas ,Ward No. 34 Sadri"
171,Sadri,23,"Lalaji Bera Ke Pas ,Ward No. 34 Sadri"
171,Sadri,24,"Maila Vas ,Ward No. 34 Sadri"
171,Sadri,25,"Phalani Ke Pas ,Ward No. 34 Sadri"
171,Sadri,26,"Mahadev Mandir Ke Pas ,Ward No. 34 Sadri"
171,Sadri,27,"Garasiya Vas ,Ward No. 34 Sadri"
172,Sadri,1,"Dhughatiyo Ki Ghati ,Ward No. 34 Sadri"
172,Sadri,2,"Purohito Ka Vas ,Ward No. 34 Sadri"
172,Sadri,3,"Purohito Ke Vas Ke Samne ,Ward No. 34 Sadri"
172,Sadri,4,"Salavato Ka Vas ,Ward No. 34 Sadri"
172,Sadri,5,"Setho Ka Vas ,Ward No. 34 Sadri"
172,Sadri,6,"Bhut Pipali ,Ward No. 34 Sadri"
172,Sadri,7,Ward no. 13 Sadri
172,Sadri,8,"Maliyon Ka Bas ,Ward No. 16 Sadri"
172,Sadri,9,"Javariyon Ka Bas ,Ward No. 16 Sadri"
172,Sadri,10,"Rupaji Ka Bas ,Ward No. 16 Sadri"
172,Sadri,11,"Khadiya Bas ,Ward No. 16 Sadri"
172,Sadri,12,"Kanch Ke Mandir Ke Samne Nayi Abadi ,Ward No. 35 Sadri"
172,Sadri,13,"Mama Ji Ki Gali ,Nayi Abadi Ward No. 35 Sadri"
172,Sadri,14,"Mukhya Marg Ganesh Chowk Ke Samne Vali Gali Nayi Abadi Ward No. 35 ,Sadri"
172,Sadri,15,"Sompuron Ka Bas Nayi Abadi Ward No. 35 , Sadri"
172,Sadri,16,Adarsh Vidyalay Vali Gali Nayi Abadi Ward No.35 Sadri
172,Sadri,17,"Adarsh Vidyalay ki Gali Ward No. 35, Sadri"
172,Sadri,18,"M.d.gali Ward No. 35, Sadri"
172,Sadri,19,"Sakan Chandaki Gali Ward No. 35, Sadri"
172,Sadri,20,"Kanch Ke Mandir Vali Gali ,Ward No. 35 Sadri"
172,Sadri,21,"Bandoriyo Ka Vas ,Ward No. 32 Sadri"
172,Sadri,22,"Nimbada Vali Pati ,Ward No. 32 Sadri"
172,Sadri,23,"Hathi Pati ,Ward No. 32 Sadri"
172,Sadri,24,"Nagoriyon Ki Pati ,Ward No. 32 Sadri"
173,Sadri,1,"Raneshvar Talab ,Ward No. 18 Sadri"
173,Sadri,2,"Khatiko Ka Vas Ward No. 18 ,Sadri"
173,Sadri,3,"Chhota Khadiya Bas ,Ward No. 16 Sadri"
173,Sadri,4,"Gogaru Jav ,Ward No. 16 Sadri"
173,Sadri,5,"Bus stand ,Ward No. 16 Sadri"
173,Sadri,6,"Janana Hospital ,Ward No. 17 Sadri"
173,Sadri,7,"Purush Hospital ,Ward No. 17 Sadri"
173,Sadri,8,"Sutharon Ka Bas ,Ward No. 33 Sadri"
173,Sadri,9,"Bas Stand ,Ward No. 16 Sadri"
173,Sadri,10,"Hiragaroun Ka Bas ,Ward No. 33 Sadri"
173,Sadri,11,"Singhalo Ka Bas ,Ward No. 33 Sadri"
173,Sadri,12,"Chouhanon Ka Bangala ,Ward No. 33 Sadri"
173,Sadri,13,"Lakhaji Ka Bas ,Ward No. 33 sadri"
173,Sadri,14,"Ganchhavada ,Ward No. 18 Sadri"
173,Sadri,15,"Gochhavada ,Ward No. 18 Sadri"
173,Sadri,16,"Bhatiyon Ki Guadi , Ward No. 26 Sadri"
174,Sadri,1,"Van Vibhag ,Ward No. 18 Sadri"
174,Sadri,2,"Chandakoloni ,Ward No. 18 Sadri"
174,Sadri,3,"Takiya Abadi ,Ward No. 13 Sadri"
174,Sadri,4,"Chunnilalaji Ka Ara ,Ward No. 13 Sadri"
174,Sadri,5,Ward No. 13 Sadri
174,Sadri,6,Bada Bas Daravaja Ward No. 23 Sadri
174,Sadri,7,"Bada Bas Pahali Gali ,Ward No. 23 Sadri"
174,Sadri,8,Bheriya Vadi Ward No. 23 Sadri
175,Sadri,1,Bada Bas Dusari Gali Ward No. 23 Sadri
175,Sadri,2,Bheriya Vadi Niche Ki Gali Ward No. 23 Sadri
175,Sadri,3,Mujava Jav Ward No. 13 Sadri
175,Sadri,4,Ward No. 13 Sadri
175,Sadri,5,"Chhipo Ka Vas ,Ward No. 33 Sadri"
175,Sadri,6,"Ramajanji Ki Gali ,Ward No. 27 Sadri"
175,Sadri,7,"Menavada Road ,Ward No. 24 Sadri"
175,Sadri,8,"Sariyadevi Mandir, Shanicharaji Ka Than ,Ward No. 24 Sadri"
175,Sadri,9,"Kalaji Ki Badi ,Ward No. 15 Sadri"
176,Sadri,1,"Choudhariyo Ka Vas ,Ward No. 27 Sadri"
176,Sadri,2,"Hanumanajiki Gali ,Ward No. 27 Sadri"
176,Sadri,3,"Akashaganga Colony ,Ward No. 25 Sadri"
176,Sadri,4,"Meghwalon Ka Chhotavas ,Ward No. 25 Sadri"
176,Sadri,5,"Loharon Ka Bas ,Ward No. 25 Sadri"
176,Sadri,6,"Kumharo Ka Vas ,Ward No. 24 Sadri"
177,Sadri,1,"Pemadungaki Gali ,Ward No. 26 Sadri"
177,Sadri,2,"Upalavas ,Ward No. 26 Sadri"
177,Sadri,3,"Thikava Jav ,Ward No. 26 Sadri"
177,Sadri,4,"ghachiyo Ka Upala Vas ,Ward No. 26 Sadri"
177,Sadri,5,"Ghachiyon Ka Vas ,Ward No. 26 Sadri"
177,Sadri,6,Ward No. 26 Sadri
177,Sadri,7,"Kua Vavadi Bhawani Chowk ,Ward No. 31 Sadri"
177,Sadri,8,"Kua Bavadi ,Ward No. 10 Sadri"
177,Sadri,9,"S.t.d. Vali Gali Ke Andar ,Ward No. 26 Sadri"
177,Sadri,10,"Khetalaji Maharaj Ke Pichhe ,Ward No. 26 Sadri"
177,Sadri,11,"Brij Ka Bhata ,Ward No. 24 Sadri"
177,Sadri,12,"Holi Chowk ,Ward No. 25 Sadri"
177,Sadri,13,"Desuri road Basti ,Ward No. 25 Sadri"
177,Sadri,14,"Brajabhata ,Ward No. 24 Sadri"
178,Sadri,1,"Bhagi Bavadi ,Ward No. 29 Sadri"
178,Sadri,2,Ward No. 24 Sadri
178,Sadri,3,"Jhelo Ki Basti ,Ward No. 29 Sadri"
178,Sadri,4,"Brij Kabhata ,Ward No. 26 Sadri"
178,Sadri,5,"Mata Mahakali Bas ,Ward No. 26 Sadri"
178,Sadri,6,"Road Par Brijaji Bhata ,Ward No. 26 Sadri"
178,Sadri,7,"Pagalo Badi ,Ward No. 21 Sadri"
178,Sadri,8,"Nokara Vera ,Ward No. 21 Sadri"
178,Sadri,9,"Rangasvamiyon Ka Bas ,Ward No. 21 Sadri"
179,Sadri,1,"Ambedkar Nagar ,Ward No. 29 Sadri"
179,Sadri,2,"Gadoliya Luhar ,Ward No. 29 Sadri"
179,Sadri,3,"Darjiyon Ki Basti ,Ward No. 29 Sadri"
179,Sadri,4,"Mokaji Road ,Ward No. 29 Sadri"
179,Sadri,5,"Kumharo Ka Bas ,Ward No. 29 Sadri"
179,Sadri,6,"Imali Ke Niche ,Ward No. 29 Sadri"
179,Sadri,7,"Ambika Hardaveyar ,Ward No. 27 Sadri"
179,Sadri,8,"Bhati Hotel Ke Samne ,Ward No. 27 Sadri"
179,Sadri,9,"Bada Kalaya Wala Bad ,Ward No. 27 Sadri"
179,Sadri,10,"Jetharam Nai Ki Gali ,Ward No. 27 Sadri"
179,Sadri,11,"Desuri Road ,Ward No. 31 Sadri"
180,Sadri,1,"Rebariyo Ki Basti ,Ward No. 21 Sadri"
180,Sadri,2,"Jato Ki Basti ,Ward No. 10 Sadri"
180,Sadri,3,"Maliyo Ka Vas ,Ward No. 10 Sadri"
180,Sadri,4,"Moyalo Ki Basti ,Ward No. 10 Sadri"
180,Sadri,5,"Saragaro Ka Bas ,Ward No. 33 Sadri"
180,Sadri,6,"Meno Wala Arat ,Ward No. 19 Sadri"
180,Sadri,7,"Badala Wala Arat ,Ward No. 19 Sadri"
180,Sadri,8,"Jakhado Wala Arat ,Ward No. 19 Sadri"
180,Sadri,9,"Kuder Wala Arat ,Ward No. 11 Sadri"
180,Sadri,10,"Parashuram Ji Ki Bagichi ,Ward No. 12 Sadri"
180,Sadri,11,"Dudiyo Wala Arat ,Ward No. 20 Sadri"
180,Sadri,12,"Mathara Wala Arat ,Ward No. 12 Sadri"
180,Sadri,13,Ward no 12 Sadri
181,Jato Ki Doran Sadri,1,"Karaj Wala Bera ,Ward San. 13 Sadadi"
181,Jato Ki Doran Sadri,2,"Laravaji Wala Bera ,Ward San. 13 Sadadi"
181,Jato Ki Doran Sadri,3,"Maliyon Ki Be Ram ,Ward San. 13 Sadadi"
181,Jato Ki Doran Sadri,4,"Jaton Ki Be Ram ,Ward San. 13 Sadadi"
181,Jato Ki Doran Sadri,5,"Vyava Bera ,Ward No. 11 Sadri"
181,Jato Ki Doran Sadri,6,"Karami Wala Bera ,Ward No. 11 Sadri"
181,Jato Ki Doran Sadri,7,"Naga Wala Bera ,Ward No. 11 Sadri"
181,Jato Ki Doran Sadri,8,"Amaliya Bera ,Ward No. 11 Sadri"
181,Jato Ki Doran Sadri,9,"Boro Wala Bera ,Ward No. 12 Sadri"
181,Jato Ki Doran Sadri,10,"Dudiyo Wala Bera ,Ward No. 12 Sadri"
181,Jato Ki Doran Sadri,11,"Prabhu Ba Arat ,Ward No. 10 Sadri"
181,Jato Ki Doran Sadri,12,"Upala Arat ,Ward No. 12 Sadri"
181,Jato Ki Doran Sadri,13,"Bheruji Wala Bera ,Ward No. 11 Sadri"
181,Jato Ki Doran Sadri,14,"Kolapipaliya Bera ,Ward No. 11 Sadri"
181,Jato Ki Doran Sadri,15,"Rajputo Ka Bera(bhadakha) ,Ward No. 11 Sadri"
181,Jato Ki Doran Sadri,16,"Kalabeliyo Ki Basti Khuni Bavadi ,Ward No. 10 Sadri"
181,Jato Ki Doran Sadri,17,"Navagadha Khuni Bavadi ,Ward No. 10 Sadri"
181,Jato Ki Doran Sadri,18,"Pipaliya Jato Ka Bera ,Ward No. 12 Sadri"
181,Jato Ki Doran Sadri,19,"Badi Kheri ,Ward No. 12 Sadri"
181,Jato Ki Doran Sadri,20,"Anganava Bera ,Ward No. 12 Sadri"
181,Jato Ki Doran Sadri,21,"Chhoti Kheri ,Ward No. 12 Sadri"
182,Jato Ki Doran Sadri,1,"Nava Guda Arat ,Ward No. 12 Sadri"
182,Jato Ki Doran Sadri,2,"Udavala Arat ,Ward No. 11 Sadri"
182,Jato Ki Doran Sadri,3,"Kheti Ba Noukara Bera ,Ward No. 11 Sadri"
182,Jato Ki Doran Sadri,4,"Uban Wala Bera ,Ward No. 11 Sadri"
182,Jato Ki Doran Sadri,5,"Maliyon Ka Sutharo Bera ,Ward No. 10 Sadri"
182,Jato Ki Doran Sadri,6,"Dara Wala Bera ,Ward No. 11 Sadri"
182,Jato Ki Doran Sadri,7,"Siravi Lobo Ka Bera ,Ward No. 11 Sadri"
182,Jato Ki Doran Sadri,8,"Nichala Pacharon Ka Bera ,Ward No. 11 Sadri"
182,Jato Ki Doran Sadri,9,"Phakira Wala Arat ,Ward No. 11 Sadri"
182,Jato Ki Doran Sadri,10,"Radhani Bavadi ,Ward No. 13 Sadri"
182,Jato Ki Doran Sadri,11,"Baturo Wala Mali ,Ward No. 13 Sadri"
182,Jato Ki Doran Sadri,12,"Rabadiyo Wala Bera ,Ward No. 13 Sadri"
182,Jato Ki Doran Sadri,13,"Doran Rasta Dholi ,Ward San. 13 Sadadi"
182,Jato Ki Doran Sadri,14,"Bhakharava Jav ,Ward San. 13 Sadadi"
182,Jato Ki Doran Sadri,15,"Pacharon Wala Arat ,Ward No. 11 Sadri"
183,Jato Ki Doran Sadri,1,"Bavariyan Wala Bera Ward No. 12, Sadri"
183,Jato Ki Doran Sadri,2,Vanagiya Bera Ward No. 12 Sadri
183,Jato Ki Doran Sadri,3,"Bhadarava Arat Ward No. 10, Sadri"
183,Jato Ki Doran Sadri,4,"Kagalava Arat Ward No. 10, Sadri"
183,Jato Ki Doran Sadri,5,"Uparala Rediyo Bera Ward No. 12, Sadri"
183,Jato Ki Doran Sadri,6,"Nichala Rediyo Bera Ward No. 12, Sadri"
183,Jato Ki Doran Sadri,7,"Upar Ka Pijaron Bera Ward No. 10, Sadri"
183,Jato Ki Doran Sadri,8,"Batura Wala Arat Ward No. 12, Sadri"
183,Jato Ki Doran Sadri,9,"Nichala Pijaron Bera Ward No. 10, Sadri"
183,Jato Ki Doran Sadri,10,"Devaji Ka Nava Arat Ward No. 10, Sadri"
183,Jato Ki Doran Sadri,11,"Jato Ka Sutharo Bera Ward No. 10, Sadri"
183,Jato Ki Doran Sadri,12,"Meno Wala Arat Ke Karib Ward No. 19, Sadri"
183,Jato Ki Doran Sadri,13,"Babaji Wala Bera Ward No. 10, Sadri"
183,Jato Ki Doran Sadri,14,"Saragada Wala Bera Ward No. 10, Sadri"
183,Jato Ki Doran Sadri,15,"Puniya Noukara Bera Ward No. 11, Sadri"
183,Jato Ki Doran Sadri,16,Mali Wala Vas Bera Ward No. 11 Sadri
183,Jato Ki Doran Sadri,17,Lakamo Ba Bera Ward No. 10 Sadri
183,Jato Ki Doran Sadri,18,"Madat Wala Bera Ward No. 10, Sadri"
183,Jato Ki Doran Sadri,19,"Nava Arat Mali Ward No. 14, Sadri"
183,Jato Ki Doran Sadri,20,"Chor Bavadi Basti Ward No. 9, Sadri"
184,Sadri,1,"Hiravav Parihar Krishi Farm Ward No. 9, Sadri"
184,Sadri,2,"Kristal Hotel Ward No. 9, Sadri"
184,Sadri,3,"Jayabhagavan Bera Ward No. 9, Sadri"
184,Sadri,4,"Rupam Hotel Ward No. 9, Sadri"
184,Sadri,5,"Shilpi Hotel Ward No. 9, Sadri"
184,Sadri,6,"Mali Pukhaji Ka Bera Ward No. 9, Sadri"
184,Sadri,7,"Udaipur Darabar Ka Bera Ward No. 9, Sadri"
184,Sadri,8,"Maharani Ka Bag Ward No. 9, Sadri"
184,Sadri,9,"Dr. Gehalot Ka Bera Ward No. 9, Sadri"
184,Sadri,10,"Brahmano Ka Bera Ward No. 9, Sadri"
184,Sadri,11,"Dr. Udavat Farm Ward No. 8, Sadri"
184,Sadri,12,"Mali Vagataji Ka Bera Ward No. 8, Sadri"
184,Sadri,13,"Panch Jamun Bera Ward No. 8, Sadri"
184,Sadri,14,"Mali Svarupaji Ka Bera Ward No. 8, Sadri"
184,Sadri,15,"Jato Ka Bera Ward No. 8, Sadri"
184,Sadri,16,"Jasaji Saragaro Ka Bera Ward No. 8, Sadri"
184,Sadri,17,"Kabariya Nada Ward No. 7, Sadri"
184,Sadri,18,"Retarala Basti Ward No. 9, Sadri"
184,Sadri,19,"Retarala Basti Ward No. 9, Sadri"
184,Sadri,20,"Bouki Bera Ward No. 9, Sadri"
184,Sadri,21,"Saragaro Ka Bera Ward No. 12, Sadri"
184,Sadri,22,"Dr. Gangasingh Ka Bera Ward No. 9, Sadri"
184,Sadri,23,"Brahman Fattehalal Ka Bera Ward No. 9, Sadri"
184,Sadri,24,"Hiravas Basti Ward No. 9, Sadri"
184,Sadri,25,"Shiv Kund Basti Ward No. 8, Sadri"
184,Sadri,26,"Sevatho Ka Bera Ward No. 8, Sadri"
184,Sadri,27,"Ward No. 14, Sadri"
185,Sadri,1,"Bharalai Basti Ward No. 14, Sadri"
185,Sadri,2,"Sagat Mataji Mandir Ward No. 9, Sadri"
185,Sadri,3,"Bhakharava Jav Ward No. 14, Sadri"
185,Sadri,4,"Saraguda Dhada Ward No. 9, Sadri"
185,Sadri,5,"Shivika Hotel V Rupam Hotel Ward No. 9, Sadri"
185,Sadri,6,"Devadhada Ki Basti Ward No. 9, Sadri"
185,Sadri,7,"Mohanaji Mali Ka Bera Ward No. 8, Sadri"
185,Sadri,8,"Modiya Bera Basti Ward No. 7, Sadri"
185,Sadri,9,"Modiya Bandh Rasta Bera Ward No. 7, Sadri"
185,Sadri,10,"Vijay Vallabh Hospital Ward No. 14, Sadri"
185,Sadri,11,"Vijaya Vallabh Hospital Ward No. 14, Sadri"
185,Sadri,12,"Pipaliya Bera Ward No. 8, Sadri"
185,Sadri,13,"Hangava Bera Modiya Ward No. 7, Sadri"
185,Sadri,14,"Udi Nadi Bera Ward No. 6, Sadri"
186,Sadri,1,"Meeno Ka Jhupa Ward No. 6, Sadri"
186,Sadri,2,"Ra. Pra. V. Ke Pas Ki Basti Ward No. 7, Sadri"
186,Sadri,3,"Rebariyo Ki Basti Ward No. 7, Sadri"
187,Mandigarh,1,"Bera Nimbadiya ,Mandigarh"
187,Mandigarh,2,"Nai Abadi ,Mandigarh"
187,Mandigarh,3,"Khetalaji Ki Seri-1,Mandigarh"
187,Mandigarh,4,"Hospital Road-1,Mandigarh"
187,Mandigarh,5,"Meghwalon Ka Bas ,Mandigarh"
187,Mandigarh,6,"Hospital Ke Pas ,Mandigarh"
187,Mandigarh,7,"Khetalaji Ki Seri-2,Mandigarh"
187,Mandigarh,8,"Mukhya Road ,Mandigarh"
187,Mandigarh,9,"Sadon Ki Seri ,Mandigarh"
187,Mandigarh,10,"Purohiton Ka Bas ,Mandigarh"
187,Mandigarh,11,"Patwar Bhawan Ka Rasta ,Mandigarh"
187,Mandigarh,12,"Panchayat Ka Rasta-1 ,Mandigarh"
187,Mandigarh,13,"Jangalat Ka Rasta ,Mandigarh"
187,Mandigarh,14,"Bhilon Ka Bas ,Mandigarh"
187,Mandigarh,15,"School Ke Pas ,Mandigarh"
187,Mandigarh,16,"Panchayat Ka Rasta-2 ,Mandigarh"
187,Mandigarh,17,"Hospital Road-2,Mandigarh"
188,Mandigarh,1,"Bera Nokra ,Mandigarh"
188,Mandigarh,2,"Bera Vadiyon Wala ,Mandigarh"
188,Mandigarh,3,"Bera Pipaliya ,Mandigarh"
188,Mandigarh,4,"Bera Tekoba Wala ,Mandigarh"
188,Mandigarh,5,"Bera Jogada Wala ,Mandigarh"
188,Mandigarh,6,"Bera Koteriya ,Mandigarh"
188,Mandigarh,7,"Bera Abakai ,Mandigarh"
188,Mandigarh,8,"Bera Nava ,Mandigarh"
188,Mandigarh,9,"Bera Vanoba Wala ,Mandigarh"
188,Mandigarh,10,"Bera Garu Wala ,Mandigarh"
188,Mandigarh,11,"Bera Varali Wala ,Mandigarh"
188,Mandigarh,12,"Bera Katarala ,Mandigarh"
188,Mandigarh,13,"Bera Vali Wala ,Mandigarh"
188,Mandigarh,14,"Bera Dhimada ,Mandigarh"
188,Mandigarh,15,"Bera Badara ,Mandigarh"
188,Mandigarh,16,"Bera Lukiyon Ka Dada ,Mandigarh"
188,Mandigarh,17,"Bera Sondela ,Mandigarh"
188,Mandigarh,18,"Bera Koita ,Mandigarh"
188,Mandigarh,19,"Bera Bamaniyan ,Mandigarh"
188,Mandigarh,20,"Dong Par ,Alasipura"
188,Mandigarh,21,"Bera Kumharo Wala ,Alasipura"
188,Mandigarh,22,"Bera Sheravato Wala ,Alasipura"
188,Mandigarh,23,"Bera Nemaji Wala ,Alasipura"
188,Mandigarh,24,"Bera Saragaro Wala ,Alasipura"
188,Mandigarh,25,"Bera Gundi Wala ,Alasipura"
188,Mandigarh,26,"Bera Raika Wala ,Alasipura"
188,Mandigarh,27,"Bera Hindoda ,Alasipura"
188,Mandigarh,28,"Bera Jarakhiyon Ka Pharr ,Alasipura"
188,Mandigarh,29,"Bera Puniyon Wala ,Alasipura"
188,Mandigarh,30,"Edani Krishir Farm ,Alasipura"
189,Rajpura,1,"Shri Parashuram Mahadev Road ,Rajpura"
189,Rajpura,2,"Siraviyon Ka Bas ,Rajpura"
189,Rajpura,3,"Am Chouhata ,Rajpura"
189,Rajpura,4,"Purohiton Ka Bas ,Rajpura"
189,Rajpura,5,"Sutharon Ka Bas ,Rajpura"
189,Rajpura,6,"Ravla ,Rajpura"
189,Rajpura,7,"Meghwalon Ka Bas ,Rajpura"
189,Rajpura,8,"Rebariyon Ka Bas ,Rajpura"
189,Rajpura,9,"Bera Kuder ,Rajpura"
189,Rajpura,10,"Bera Ubarani ,Rajpura"
190,Rajpura,1,"Naya Bera ,Rajpura"
190,Rajpura,2,"Bera Medatiya Wala ,Rajpura"
190,Rajpura,3,"Mota Arat ,Rajpura"
190,Rajpura,4,"Bera Katalda ,Rajpura"
190,Rajpura,5,"Bera Bhagatava ,Rajpura"
190,Rajpura,6,"Bera Kalathiya Wala ,Rajpura"
190,Rajpura,7,"Badiyaron Ka Bera ,Rajpura"
190,Rajpura,8,"Bera Bhanpura ,Rajpura"
190,Rajpura,9,"Bera Saravata Wala ,Rajpura"
190,Rajpura,10,"Bera Naiyon Wala ,Rajpura"
190,Rajpura,11,"Bera Bhadarava ,Rajpura"
190,Rajpura,12,"Lokahit Pashupalan Sansthan ,Rajpura"
190,Rajpura,13,"Bera Javariya ,Rajpura"
190,Rajpura,14,"Nai Abadi ,Rajpura"
190,Rajpura,15,"Bera Badalavala ,Rajpura"
190,Rajpura,16,"Bera Dhibari ,Rajpura"
190,Rajpura,17,"Bera Pavati ,Rajpura"
190,Rajpura,18,"Bera Ravata Bhata ,Rajpura"
190,Rajpura,19,"Bera Badali Wala ,Rajpura"
190,Rajpura,20,Rajpura
191,Bhadras Sadri,1,Ranakpur Road (vishvakarma Colony) Ward No. 15 Sadri
191,Bhadras Sadri,2,Maliyon Ka Bas Ward No. 16 Sadri
191,Bhadras Sadri,3,"Hanuman Colony Ranakpur Road Ward No. 14, Sadri"
191,Bhadras Sadri,4,"Hadava Ward No. 15, Sadri"
191,Bhadras Sadri,5,"Maliyon Ka Bas Ward No. 15, Sadri"
191,Bhadras Sadri,6,"Gundariya Vera Ward No. 15, Sadri"
191,Bhadras Sadri,7,"Ranakpur Road Ward No. 14, Sadri"
192,Bhadras Sadri,1,"Dhibada Vera Bhadaras Road Ward No. 15, Sadri"
192,Bhadras Sadri,2,"Miyavada Vera Ward No. 17, Sadri"
192,Bhadras Sadri,3,"Atokji Ka Bag Ward No. 17, Sadri"
192,Bhadras Sadri,4,"Vakal Mata Ward No. 17, Sadri"
192,Bhadras Sadri,5,"Bhanwarji Ka Bera Ward No. 3, Sadri"
192,Bhadras Sadri,6,"Chandansingh Ji Ka Bera Ward No. 3, Sadri"
192,Bhadras Sadri,7,"Premsingh Ji Ka Bera Ward No. 3, Sadri"
192,Bhadras Sadri,8,"Gajaram Ka Bera Ward No. 3, Sadri"
192,Bhadras Sadri,9,"Oti Bai Ka Bera Ward No. 3, sadri"
192,Bhadras Sadri,10,"Rupaji Ka Bera Ward No. 3, Sadri"
192,Bhadras Sadri,11,"Vadiya Vera Ward No. 3, Sadri"
192,Bhadras Sadri,12,"Champalalji Ka Bera Ward No. 4, Sadri"
192,Bhadras Sadri,13,"Pukhji Ka Bera Ward No. 4, Sadri"
192,Bhadras Sadri,14,"Mali V Ghanchiyo Ka Bera Ward No. 4, Sadri"
192,Bhadras Sadri,15,"Bholaba Ka Bera Ward No. 4, Sadri"
192,Bhadras Sadri,16,"Ward No. 4, Sadri"
192,Bhadras Sadri,17,"Raiko Ka Bas Ward No. 5, Bhadras Sadri"
192,Bhadras Sadri,18,"Neniyo Wala Bera Ward No. 5, Sadri"
192,Bhadras Sadri,19,"Oja Wala Bera Ward No. 5, Sadri"
192,Bhadras Sadri,20,"Naya Oja Wala Bera Ward No. 7, Sadri"
192,Bhadras Sadri,21,"Panch Nimbadiya Gudariya Bera Ward No. 7, Sadri"
192,Bhadras Sadri,22,Petrol Pamp Nimbua Bera Ward No. 3 Sadri
193,Bhadras Sadri,1,"Am Chouraha Ward No. 4, Bhadras Sadri"
